gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0042500223,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:42 PM EST),period,start,1,0,1
0042500223,4,PT12M00.00S,1,1610612747,LAL,1629028,Ayton,D. Ayton,0,0,0,,0,,,0,h, ,Jump Ball,,1,0,2
0042500223,7,PT11M59.00S,1,1610612747,LAL,1629028,Ayton,D. Ayton,0,0,0,,0,,,0,h,Ayton L.B.FOUL (P1.T1) (C.Blair),Foul,Loose Ball,1,0,3
0042500223,9,PT11M45.00S,1,1610612760,OKC,1631096,Holmgren,C. Holmgren,0,0,0,,0,,,0,v,Holmgren Traveling Turnover (P1.T1),Turnover,Traveling,1,0,4
0042500223,10,PT11M24.00S,1,1610612747,LAL,1629060,Hachimura,R. Hachimura,-212,167,27,Made,1,3,0,3,h,Hachimura 27' 3PT Jump Shot (3 PTS) (Smart 1 AST),Made Shot,Jump Shot,1,3,5
0042500223,12,PT11M00.00S,1,1610612760,OKC,1629652,Dort,L. Dort,0,124,12,Made,1,3,2,5,v,Dort 12' Step Back Jump Shot (2 PTS),Made Shot,Step Back Jump shot,1,2,6
0042500223,13,PT10M40.00S,1,1610612747,LAL,1630559,Reaves,A. Reaves,58,278,28,Missed,1,,,0,h,MISS Reaves 28' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,7
0042500223,14,PT10M38.00S,1,1610612760,OKC,1629652,Dort,L. Dort,0,0,0,,0,,,0,v,Dort REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8
0042500223,15,PT10M32.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,1,11,1,Made,1,3,4,7,v,Hartenstein 1' Cutting Dunk Shot (2 PTS) (Gilgeous-Alexander 1 AST),Made Shot,Cutting Dunk Shot,1,2,9
0042500223,17,PT10M11.00S,1,1610612747,LAL,1630559,Reaves,A. Reaves,0,0,0,,0,,,0,h,Reaves Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,10
0042500223,17,PT10M11.00S,1,1610612760,OKC,1628983,Gilgeous-Alexander,S. Gilgeous-Alexander,0,0,0,,0,,,0,v,Gilgeous-Alexander STEAL (1 STL),,,1,0,11
0042500223,19,PT09M57.00S,1,1610612760,OKC,1631096,Holmgren,C. Holmgren,21,-2,2,Made,1,3,6,9,v,Holmgren 2' Cutting Dunk Shot (2 PTS) (Gilgeous-Alexander 2 AST),Made Shot,Cutting Dunk Shot,1,2,12
0042500223,21,PT09M31.00S,1,1610612747,LAL,2544,James,L. James,-13,68,7,Made,1,5,6,11,h,L. James 7' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,13
0042500223,22,PT09M17.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,61,74,10,Made,1,5,8,13,v,Hartenstein 10' Floating Jump Shot (4 PTS) (Mitchell 1 AST),Made Shot,Floating Jump shot,1,2,14
0042500223,24,PT08M55.00S,1,1610612747,LAL,1630559,Reaves,A. Reaves,-174,228,29,Missed,1,,,0,h,MISS Reaves 29' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,15
0042500223,25,PT08M53.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,0,0,0,,0,,,0,v,Hartenstein REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,16
0042500223,26,PT08M45.00S,1,1610612760,OKC,1629652,Dort,L. Dort,6,6,1,Missed,1,,,0,v,MISS Dort 1' Running Layup,Missed Shot,Running Layup Shot,1,2,17
0042500223,27,PT08M44.00S,1,1610612760,OKC,1631096,Holmgren,C. Holmgren,0,0,0,,0,,,0,v,Holmgren REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,18
0042500223,28,PT08M43.00S,1,1610612760,OKC,1631096,Holmgren,C. Holmgren,0,0,0,Made,1,5,10,15,v,Holmgren Tip Layup Shot (4 PTS),Made Shot,Tip Layup Shot,1,2,19
0042500223,29,PT08M34.00S,1,1610612747,LAL,203935,Smart,M. Smart,-233,-4,0,Made,1,8,10,18,h,Smart 3PT Jump Shot (3 PTS) (Hachimura 1 AST),Made Shot,Jump Shot,1,3,20
0042500223,31,PT08M21.00S,1,1610612747,LAL,1629028,Ayton,D. Ayton,0,0,0,,0,,,0,h,Ayton Violation:Kicked Ball (J.Capers),Violation,Kicked Ball,0,0,21
0042500223,32,PT08M15.00S,1,1610612760,OKC,1642349,Mitchell,A. Mitchell,145,218,26,Missed,1,,,0,v,MISS Mitchell 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,22
0042500223,33,PT08M12.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,0,0,0,,0,,,0,v,Hartenstein REBOUND (Off:1 Def:1),Rebound,Unknown,1,0,23
0042500223,34,PT08M11.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,0,0,0,,0,,,0,v,Hartenstein Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0,24
