gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0042500234,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:43 PM EST),period,start,1,0,1
0042500234,4,PT12M00.00S,1,1610612750,MIN,203497,Gobert,R. Gobert,0,0,0,,0,,,0,h,Jump Ball Gobert vs. Wembanyama: Tip to Castle,Jump Ball,,1,0,2
0042500234,7,PT11M42.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,-142,15,14,Missed,1,,,0,v,MISS Wembanyama 14' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,3
0042500234,8,PT11M39.00S,1,1610612750,MIN,203497,Gobert,R. Gobert,0,0,0,,0,,,0,h,Gobert REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4
0042500234,9,PT11M27.00S,1,1610612750,MIN,203944,Randle,J. Randle,-18,84,9,Missed,1,,,0,h,MISS Randle 9' Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,2,5
0042500234,10,PT11M25.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,,,0,v,Wembanyama REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
0042500234,11,PT11M15.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,50,21,5,Made,1,0,2,2,v,Wembanyama 5' Turnaround Hook Shot (2 PTS),Made Shot,Turnaround Hook Shot,1,2,7
0042500234,12,PT10M59.00S,1,1610612750,MIN,203944,Randle,J. Randle,-161,197,25,Missed,1,,,0,h,MISS Randle 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,8
0042500234,13,PT10M55.00S,1,1610612759,SAS,1630577,Champagnie,J. Champagnie,0,0,0,,0,,,0,v,Champagnie REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9
0042500234,14,PT10M47.00S,1,1610612759,SAS,1630170,Vassell,D. Vassell,-11,257,26,Made,1,0,5,5,v,Vassell 26' 3PT Jump Shot (3 PTS) (Fox 1 AST),Made Shot,Jump Shot,1,3,10
0042500234,16,PT10M30.00S,1,1610612750,MIN,1630183,McDaniels,J. McDaniels,-105,9,11,Missed,1,,,0,h,MISS McDaniels 11' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,11
0042500234,17,PT10M30.00S,1,0,,1610612750,,,0,0,0,,0,,,0,h,TIMBERWOLVES Rebound,Rebound,Unknown,0,0,12
