gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0042500206,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:12 PM EST),period,start,1,0,1
0042500206,4,PT12M00.00S,1,1610612739,CLE,1628386,Allen,J. Allen,0,0,0,,0,,,0,h,Jump Ball Allen vs. Duren: Tip to Mobley,Jump Ball,,1,0,2
0042500206,7,PT11M43.00S,1,1610612739,CLE,1628378,Mitchell,D. Mitchell,0,0,0,,0,,,0,h,Mitchell OFF.Foul (P1) (N.Buchert),Foul,Offensive,1,0,3
0042500206,9,PT11M43.00S,1,1610612739,CLE,1628378,Mitchell,D. Mitchell,0,0,0,,0,,,0,h,Mitchell Offensive Foul Turnover (P1.T1),Turnover,Offensive Foul Turnover,1,0,4
0042500206,10,PT11M21.00S,1,1610612765,DET,202699,Harris,T. Harris,143,211,25,Missed,1,,,0,v,MISS Harris 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,5
0042500206,11,PT11M20.00S,1,0,,1610612739,,,0,0,0,,0,,,0,h,CAVALIERS Rebound,Rebound,Unknown,1,0,6
0042500206,13,PT11M08.00S,1,1610612739,CLE,201935,Harden,J. Harden,53,115,13,Made,1,2,0,2,h,Harden 13' Driving Floating Jump Shot (2 PTS) (Mobley 1 AST),Made Shot,Driving Floating Jump Shot,1,2,7
0042500206,15,PT10M46.00S,1,1610612765,DET,1630595,Cunningham,C. Cunningham,-78,149,17,Missed,1,,,0,v,MISS Cunningham 17' Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,2,8
0042500206,16,PT10M43.00S,1,1610612739,CLE,201935,Harden,J. Harden,0,0,0,,0,,,0,h,Harden REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9
0042500206,17,PT10M42.00S,1,1610612739,CLE,201935,Harden,J. Harden,0,0,0,,0,,,0,h,Harden Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0,10
0042500206,17,PT10M42.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,0,0,0,,0,,,0,v,Thompson STEAL (1 STL),,,1,0,11
0042500206,19,PT10M38.00S,1,1610612765,DET,1642450,Jenkins,D. Jenkins,158,207,26,Missed,1,,,0,v,MISS Jenkins 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,12
0042500206,20,PT10M36.00S,1,1610612765,DET,1631105,Duren,J. Duren,0,0,0,,0,,,0,v,Duren REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,13
0042500206,21,PT10M32.00S,1,1610612765,DET,1642450,Jenkins,D. Jenkins,201,143,25,Missed,1,,,0,v,MISS Jenkins 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,14
0042500206,22,PT10M26.00S,1,1610612765,DET,1631105,Duren,J. Duren,0,0,0,,0,,,0,v,Duren REBOUND (Off:2 Def:0),Rebound,Unknown,1,0,15
0042500206,23,PT10M24.00S,1,1610612765,DET,1631105,Duren,J. Duren,28,65,7,Missed,1,,,0,v,MISS Duren 7' Tip Layup Shot,Missed Shot,Tip Layup Shot,1,2,16
0042500206,24,PT10M20.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,0,0,0,,0,,,0,v,Thompson REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,17
0042500206,25,PT10M16.00S,1,1610612765,DET,1630595,Cunningham,C. Cunningham,9,20,2,Made,1,2,2,4,v,Cunningham 2' Driving Finger Roll Layup (2 PTS) (Thompson 1 AST),Made Shot,Driving Finger Roll Layup Shot,1,2,18
0042500206,27,PT10M09.00S,1,1610612739,CLE,1630596,Mobley,E. Mobley,92,75,12,Made,1,4,2,6,h,Mobley 12' Turnaround Jump Shot (2 PTS),Made Shot,Turnaround Jump Shot,1,2,19
0042500206,28,PT09M43.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,-69,94,12,Missed,1,,,0,v,MISS Thompson 12' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,1,2,20
0042500206,29,PT09M41.00S,1,1610612739,CLE,1630596,Mobley,E. Mobley,0,0,0,,0,,,0,h,Mobley REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,21
0042500206,30,PT09M31.00S,1,1610612739,CLE,1630596,Mobley,E. Mobley,39,101,11,Missed,1,,,0,h,MISS Mobley 11' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,22
0042500206,31,PT09M29.00S,1,1610612765,DET,1631105,Duren,J. Duren,0,0,0,,0,,,0,v,Duren REBOUND (Off:2 Def:1),Rebound,Unknown,1,0,23
0042500206,33,PT09M06.00S,1,1610612765,DET,1630595,Cunningham,C. Cunningham,-110,242,27,Missed,1,,,0,v,MISS Cunningham 27' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,24
0042500206,34,PT09M04.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,0,0,0,,0,,,0,v,Thompson REBOUND (Off:2 Def:0),Rebound,Unknown,1,0,25
0042500206,35,PT09M01.00S,1,1610612765,DET,1630595,Cunningham,C. Cunningham,-174,190,26,Made,1,4,5,9,v,Cunningham 26' 3PT Jump Shot (5 PTS) (Thompson 2 AST),Made Shot,Jump Shot,1,3,26
0042500206,37,PT08M43.00S,1,1610612739,CLE,201935,Harden,J. Harden,-26,281,28,Missed,1,,,0,h,MISS Harden 28' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,27
0042500206,38,PT08M43.00S,1,1610612765,DET,1642450,Jenkins,D. Jenkins,0,0,0,,0,,,0,v,Jenkins REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,28
0042500206,39,PT08M43.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,-15,6,2,Made,1,4,7,11,v,Thompson 2' Running Layup (2 PTS) (Jenkins 1 AST),Made Shot,Running Layup Shot,1,2,29
0042500206,41,PT08M43.00S,1,1610612739,CLE,201935,Harden,J. Harden,0,0,0,,0,,,0,h,Harden S.FOUL (P1.T1) (N.Buchert),Foul,Shooting,1,0,30
0042500206,43,PT08M43.00S,1,1610612765,DET,1641709,Thompson,A. Thompson,0,0,0,,0,4,8,12,v,Thompson Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,0,0,31
0042500206,44,PT08M29.00S,1,1610612739,CLE,1630596,Mobley,E. Mobley,2,8,1,Missed,1,,,0,h,MISS Mobley 1' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,2,32
